2019-09-17 00:40:43.506000 {"type":"join","timestamp":1568680843.506,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"[jgmac1106]","nickname":"[jgmac1106]","username":"~slackuser","name":"jgmac1106 via slack-irc-gateway","photo":"http:\/\/quickthoughts.jgregorymcverry.com\/file\/6802fbcdd3fada8cb61ffb798978f72f\/thumb.jpg","url":"http:\/\/jgregorymcverry.com","tz":"-5 GMT","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-09-17 03:06:12.237600 {"type":"join","timestamp":1568689572.2376,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"gnunicornDiscord","nickname":"gnunicornDiscord","username":"disco7105","name":"@_discord_502857675869257735:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-egxgcvkckrxjjtsn"},"content":null,"modes":[]}
2019-09-17 03:06:12.236800 {"type":"join","timestamp":1568689572.2368,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"rozgoDiscord[m]","nickname":"rozgoDiscord[m]","username":"disco7103","name":"@_discord_223486514607161344:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tivpcwwbxmhvxquj"},"content":null,"modes":[]}
2019-09-17 03:06:12.307600 {"type":"join","timestamp":1568689572.3076,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"new0neDiscord[m]","nickname":"new0neDiscord[m]","username":"disco7104","name":"@_discord_352515918036860931:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-llilopiajfdluoge"},"content":null,"modes":[]}
2019-09-17 03:06:12.315000 {"type":"join","timestamp":1568689572.315,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"dy5es41Discord[m","nickname":"dy5es41Discord[m","username":"disco6932","name":"@_discord_499771904626786314:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-iczpusahzbqdvjjz"},"content":null,"modes":[]}
2019-09-17 03:06:12.325100 {"type":"join","timestamp":1568689572.3251,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"denzukoDiscord[m","nickname":"denzukoDiscord[m","username":"disco6767","name":"@_discord_207961619538378762:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dcwtrevcjznfpuli"},"content":null,"modes":[]}
2019-09-17 03:06:12.335700 {"type":"join","timestamp":1568689572.3357,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"combrayDiscord[m","nickname":"combrayDiscord[m","username":"disco7102","name":"@_discord_522349531795292180:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ttpefrrjlebhessg"},"content":null,"modes":[]}
2019-09-17 03:06:12.340700 {"type":"join","timestamp":1568689572.3407,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Microsoft_techni","nickname":"Microsoft_techni","username":"disco6719","name":"@_discord_399744558511947798:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jpytfqfzeiynjdeu"},"content":null,"modes":[]}
2019-09-17 03:06:12.875700 {"type":"join","timestamp":1568689572.8757,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"planetary_devDis","nickname":"planetary_devDis","username":"disco7110","name":"@_discord_327060666663829504:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pkkwsiwzmtezwqav"},"content":null,"modes":[]}
2019-09-17 03:06:12.952400 {"type":"join","timestamp":1568689572.9524,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"mZDiscord[m]1","nickname":"mZDiscord[m]1","username":"disco7114","name":"@_discord_453360522793058305:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uubdvjfacnynjuzu"},"content":null,"modes":[]}
2019-09-17 03:06:12.973600 {"type":"join","timestamp":1568689572.9736,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"olizillaDiscord[","nickname":"olizillaDiscord[","username":"disco7108","name":"@_discord_565491610423394304:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gztddmkitzdwyife"},"content":null,"modes":[]}
2019-09-17 03:06:12.974200 {"type":"join","timestamp":1568689572.9742,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"hubaDiscord[m]","nickname":"hubaDiscord[m]","username":"disco7107","name":"@_discord_573607390625398794:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gcpkazmkslvceorc"},"content":null,"modes":[]}
2019-09-17 03:06:12.959500 {"type":"join","timestamp":1568689572.9595,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"jwheelerDiscord[","nickname":"jwheelerDiscord[","username":"discord63","name":"@_discord_600559712420757507:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ogtkicrrqekwtygs"},"content":null,"modes":[]}
2019-09-17 03:06:13.043600 {"type":"join","timestamp":1568689573.0436,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"vasaDiscord[m]","nickname":"vasaDiscord[m]","username":"disco7112","name":"@_discord_405767429369888779:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kyicigbvafuwyurr"},"content":null,"modes":[]}
2019-09-17 03:06:13.049500 {"type":"join","timestamp":1568689573.0495,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Dby0Discord[m]","nickname":"Dby0Discord[m]","username":"disco6941","name":"@_discord_588722129558700042:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xdnugolzkcvwmwov"},"content":null,"modes":[]}
2019-09-17 03:06:13.042800 {"type":"join","timestamp":1568689573.0428,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"rklaehnDiscord[m","nickname":"rklaehnDiscord[m","username":"disco7109","name":"@_discord_593491230352998421:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mvrmwdyprurvkizs"},"content":null,"modes":[]}
2019-09-17 03:06:13.050200 {"type":"join","timestamp":1568689573.0502,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"tom85Discord[m]","nickname":"tom85Discord[m]","username":"disco7113","name":"@_discord_499330357498478624:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jlvnnxcuxmmsmagw"},"content":null,"modes":[]}
2019-09-17 03:06:13.054000 {"type":"join","timestamp":1568689573.054,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"cristobalDiscord","nickname":"cristobalDiscord","username":"disco7111","name":"@_discord_530099661420232716:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tnrcdcbneyjsvyom"},"content":null,"modes":[]}
2019-09-17 03:06:13.670000 {"type":"join","timestamp":1568689573.67,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"nlkoDiscord[m]","nickname":"nlkoDiscord[m]","username":"disco6889","name":"@_discord_606227466112991241:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zvvnuxhsltmzwtvx"},"content":null,"modes":[]}
2019-09-17 03:06:13.662600 {"type":"join","timestamp":1568689573.6626,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"XierumengDiscord","nickname":"XierumengDiscord","username":"disco7115","name":"@_discord_341090859225317378:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bqajxbexiyvguoag"},"content":null,"modes":[]}
2019-09-17 03:06:13.661900 {"type":"join","timestamp":1568689573.6619,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"nocentDiscord[m]","nickname":"nocentDiscord[m]","username":"disco7116","name":"@_discord_289121673267904513:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bbsciqtmzafcsgct"},"content":null,"modes":[]}
2019-09-17 03:06:14.417100 {"type":"join","timestamp":1568689574.4171,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"zegordoDiscord[m","nickname":"zegordoDiscord[m","username":"disco7117","name":"@_discord_361268045014106112:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zatlozlwrlacidac"},"content":null,"modes":[]}
2019-09-17 03:06:14.411700 {"type":"join","timestamp":1568689574.4117,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"KYZITEMELOS93Dis","nickname":"KYZITEMELOS93Dis","username":"disco6782","name":"@_discord_370363076811292672:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ujfvwkemnxwermui"},"content":null,"modes":[]}
2019-09-17 03:06:14.434900 {"type":"join","timestamp":1568689574.4349,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"chmanieDiscord[m","nickname":"chmanieDiscord[m","username":"disco7119","name":"@_discord_205028639492931584:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-htwwshulsvnaaqdp"},"content":null,"modes":[]}
2019-09-17 03:06:14.453800 {"type":"join","timestamp":1568689574.4538,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"aleDiscord[m]","nickname":"aleDiscord[m]","username":"disco6748","name":"@_discord_319938408925626369:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jxggynfjnarirtqq"},"content":null,"modes":[]}
2019-09-17 03:06:14.434000 {"type":"join","timestamp":1568689574.434,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"lyonDiscord[m]","nickname":"lyonDiscord[m]","username":"disco7118","name":"@_discord_586588907819368455:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pfxnsbzfbvlsjhai"},"content":null,"modes":[]}
2019-09-17 03:06:14.456200 {"type":"join","timestamp":1568689574.4562,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"EugeneDiscord[m]","nickname":"EugeneDiscord[m]","username":"disco7120","name":"@_discord_504521116379906059:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xhmyxhxioodqmeox"},"content":null,"modes":[]}
2019-09-17 03:06:15.024900 {"type":"join","timestamp":1568689575.0249,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Turtle1331Discor","nickname":"Turtle1331Discor","username":"disco6742","name":"@_discord_192691163084357632:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-binpjcfeiodogidt"},"content":null,"modes":[]}
2019-09-17 03:06:15.014700 {"type":"join","timestamp":1568689575.0147,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"OxyDiscord[m]","nickname":"OxyDiscord[m]","username":"disco7123","name":"@_discord_343485915995308033:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xfawwdqktnazmgeq"},"content":null,"modes":[]}
2019-09-17 03:06:15.032000 {"type":"join","timestamp":1568689575.032,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"skillman623Disco","nickname":"skillman623Disco","username":"disco7124","name":"@_discord_160877998155759616:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-txyllpgifnsuqcgp"},"content":null,"modes":[]}
2019-09-17 03:06:15.114500 {"type":"join","timestamp":1568689575.1145,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"neohexDiscord[m]","nickname":"neohexDiscord[m]","username":"disco7127","name":"@_discord_445577380506107915:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cbwrmznnvfhweqfn"},"content":null,"modes":[]}
2019-09-17 03:06:15.125600 {"type":"join","timestamp":1568689575.1256,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"sbpDiscord[m]","nickname":"sbpDiscord[m]","username":"disco7121","name":"@_discord_571662505391292427:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uswpzraumquogzgd"},"content":null,"modes":[]}
2019-09-17 03:06:15.108000 {"type":"join","timestamp":1568689575.108,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"crestDiscord[m]","nickname":"crestDiscord[m]","username":"disco7126","name":"@_discord_154558827604213760:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hvosbhzvzgdasbuc"},"content":null,"modes":[]}
2019-09-17 03:06:15.115900 {"type":"join","timestamp":1568689575.1159,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"zwelsternDiscord","nickname":"zwelsternDiscord","username":"disco7128","name":"@_discord_576029729706999808:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nthoaglcpoehsaju"},"content":null,"modes":[]}
2019-09-17 03:06:15.181100 {"type":"join","timestamp":1568689575.1811,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"peterkDiscord[m]","nickname":"peterkDiscord[m]","username":"disco7125","name":"@_discord_105698588901785600:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hzfuolcuzwqrzyhi"},"content":null,"modes":[]}
2019-09-17 03:06:15.188400 {"type":"join","timestamp":1568689575.1884,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"johanhermanDisco","nickname":"johanhermanDisco","username":"disco7122","name":"@_discord_587969711929819136:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lsymynekgmauihbn"},"content":null,"modes":[]}
2019-09-17 03:06:15.256100 {"type":"join","timestamp":1568689575.2561,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"MaggieDiscord[m]","nickname":"MaggieDiscord[m]","username":"disco6968","name":"@_discord_557118774059204608:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dkjftvhijnrdndyq"},"content":null,"modes":[]}
2019-09-17 03:06:15.765800 {"type":"join","timestamp":1568689575.7658,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"foxcoolDiscord[4","nickname":"foxcoolDiscord[4","username":"disco7129","name":"@_discord_508947790341341184:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fzvcbqxzdrnfngez"},"content":null,"modes":[]}
2019-09-17 03:06:15.775800 {"type":"join","timestamp":1568689575.7758,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"katakotoDiscord[","nickname":"katakotoDiscord[","username":"disco7132","name":"@_discord_485969201710759956:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pjkhykhdqxqbqwsv"},"content":null,"modes":[]}
2019-09-17 03:06:15.764900 {"type":"join","timestamp":1568689575.7649,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ShadowLingDiscor","nickname":"ShadowLingDiscor","username":"disco7130","name":"@_discord_171295643124498435:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lniuqpaafdqlltgo"},"content":null,"modes":[]}
2019-09-17 03:06:15.809500 {"type":"join","timestamp":1568689575.8095,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"M4eekDiscord[m]","nickname":"M4eekDiscord[m]","username":"disco7134","name":"@_discord_214733601521139712:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nouatcykczthbuxs"},"content":null,"modes":[]}
2019-09-17 03:06:15.819100 {"type":"join","timestamp":1568689575.8191,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ddahlDiscord[m]","nickname":"ddahlDiscord[m]","username":"disco7133","name":"@_discord_568250895360589845:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jeoabgzfjqpjjota"},"content":null,"modes":[]}
