2020-01-23 06:20:00.623400 {"type":"join","timestamp":1579760400.6234355,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[manton]","nickname":"[manton]","username":"~slackuser","name":null,"photo":"https:\/\/micro.blog\/manton\/avatar.jpg","url":"http:\/\/Manton.org","tz":"America\/Chicago","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-01-23 12:34:53.169300 {"type":"join","timestamp":1579782893.1693408,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"matsugenDiscord[","nickname":"matsugenDiscord[","username":"disco9420","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bfyhedwhuqkesqod"},"content":null,"modes":[]}
2020-01-23 12:34:53.175900 {"type":"join","timestamp":1579782893.175909,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AutoAIDiscord[m]","nickname":"AutoAIDiscord[m]","username":"disco8176","name":"@_discord_594807568346513408:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-epwuklmpceedvndr"},"content":null,"modes":[]}
2020-01-23 12:34:53.372500 {"type":"join","timestamp":1579782893.372494,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"EdEdorEddyDiscor","nickname":"EdEdorEddyDiscor","username":"disco8336","name":"@_discord_609079846752092180:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-eysjeckwqbpxdgpk"},"content":null,"modes":[]}
2020-01-23 12:34:53.367100 {"type":"join","timestamp":1579782893.3670783,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"cannabysDiscord[","nickname":"cannabysDiscord[","username":"disco7547","name":"@_discord_354038778396147712:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yprmcjysujxnmouv"},"content":null,"modes":[]}
2020-01-23 12:34:53.386000 {"type":"join","timestamp":1579782893.3859596,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"OrkunDiscord[m]","nickname":"OrkunDiscord[m]","username":"disco7166","name":"@_discord_530074567977467906:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-krrfiaoblxkbttwr"},"content":null,"modes":[]}
2020-01-23 12:34:53.392500 {"type":"join","timestamp":1579782893.392464,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sacha[m]","nickname":"sacha[m]","username":"disco6239","name":"@_discord_316862566473400331:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nflcujpiqptksfwf"},"content":null,"modes":[]}
2020-01-23 12:34:53.384200 {"type":"join","timestamp":1579782893.3841977,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"GorkaDiscord[m]","nickname":"GorkaDiscord[m]","username":"disco7027","name":"@_discord_594418418392760320:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qcsgfsosmgdramaz"},"content":null,"modes":[]}
2020-01-23 12:34:53.598300 {"type":"join","timestamp":1579782893.5983388,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"distributedjoseD","nickname":"distributedjoseD","username":"disco9272","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hbiubyfzughbagwq"},"content":null,"modes":[]}
2020-01-23 12:34:53.597200 {"type":"join","timestamp":1579782893.5972233,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sprayDiscord[m]","nickname":"sprayDiscord[m]","username":"discord75","name":"@_discord_76788012112936960:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-runrtgjxuynqqelh"},"content":null,"modes":[]}
2020-01-23 12:34:53.585700 {"type":"join","timestamp":1579782893.5857418,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"LuutheCoolDiscor","nickname":"LuutheCoolDiscor","username":"disco7708","name":"@_discord_108159026197446656:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-smvqsyuvfkhsoxgm"},"content":null,"modes":[]}
2020-01-23 12:34:53.787600 {"type":"join","timestamp":1579782893.7876065,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"vexlDiscord[m]","nickname":"vexlDiscord[m]","username":"disco7161","name":"@_discord_204901870043529216:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zrqqstawjstuxfkw"},"content":null,"modes":[]}
2020-01-23 12:34:53.793000 {"type":"join","timestamp":1579782893.7930346,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"fozzieDiscord[m]","nickname":"fozzieDiscord[m]","username":"disco7137","name":"@_discord_517452408926896163:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uuzaidkpnndfrgqt"},"content":null,"modes":[]}
2020-01-23 12:34:53.792300 {"type":"join","timestamp":1579782893.7923188,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ExpherienceDisco","nickname":"ExpherienceDisco","username":"disco7201","name":"@_discord_321104242603720707:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hhxekjlhclwtejpn"},"content":null,"modes":[]}
2020-01-23 12:34:53.986700 {"type":"join","timestamp":1579782893.9867387,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"swedneck","nickname":"swedneck","username":"swedneckpe","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-eskdamovqzpcziqw"},"content":null,"modes":[]}
2020-01-23 12:34:53.996700 {"type":"join","timestamp":1579782893.9967208,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M123897974564Dis","nickname":"M123897974564Dis","username":"discord630","name":"@_discord_630180866265448454:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mchbelvkgfaadweh"},"content":null,"modes":[]}
2020-01-23 12:34:53.998100 {"type":"join","timestamp":1579782893.998111,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"loodDiscord[m]","nickname":"loodDiscord[m]","username":"disco8697","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bieiinnekufuzblo"},"content":null,"modes":[]}
2020-01-23 12:34:54.014700 {"type":"join","timestamp":1579782894.0146778,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kevinkDiscord[m]","nickname":"kevinkDiscord[m]","username":"discord667","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gwzduzagrpmfscmh"},"content":null,"modes":[]}
2020-01-23 12:34:54.189600 {"type":"join","timestamp":1579782894.1896412,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"boomshroomDiscor","nickname":"boomshroomDiscor","username":"disco7263","name":"@_discord_166723491129851905:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-evzxvrzjkrymvehq"},"content":null,"modes":[]}
2020-01-23 12:34:54.205200 {"type":"join","timestamp":1579782894.2052128,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SpidermanDiscord","nickname":"SpidermanDiscord","username":"disco9365","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mlwusewgvnkymanp"},"content":null,"modes":[]}
2020-01-23 12:34:54.195200 {"type":"join","timestamp":1579782894.195176,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"aaronpk[m]","nickname":"aaronpk[m]","username":"disco5674","name":"@_discord_324624369428987905:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sqvdtptioibnziao"},"content":null,"modes":[]}
2020-01-23 12:34:54.400100 {"type":"join","timestamp":1579782894.4000971,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M3baidDiscord[m4","nickname":"M3baidDiscord[m4","username":"disco8136","name":"@_discord_629345886325047307:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bcpsgekvitglzjhh"},"content":null,"modes":[]}
2020-01-23 12:34:54.404600 {"type":"join","timestamp":1579782894.4045885,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RDeckardDiscord[","nickname":"RDeckardDiscord[","username":"disco7245","name":"@_discord_555864823762780170:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jhtvvxuytbdymoyj"},"content":null,"modes":[]}
2020-01-23 12:34:54.401100 {"type":"join","timestamp":1579782894.4011378,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"msena3Discord[m]","nickname":"msena3Discord[m]","username":"disco7032","name":"@_discord_453266173035806730:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lcjgufoinsxocxex"},"content":null,"modes":[]}
2020-01-23 12:34:54.411600 {"type":"join","timestamp":1579782894.4116132,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ThomasManginDisc","nickname":"ThomasManginDisc","username":"disco9143","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-csmkvznmtkkqehbf"},"content":null,"modes":[]}
2020-01-23 12:34:54.597900 {"type":"join","timestamp":1579782894.5978537,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"plexusDiscord[m]","nickname":"plexusDiscord[m]","username":"disco7241","name":"@_discord_458395316245233697:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rgjxananfbfuzrsi"},"content":null,"modes":[]}
2020-01-23 12:34:54.609100 {"type":"join","timestamp":1579782894.609101,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M551122546Discor","nickname":"M551122546Discor","username":"disco6631","name":"@_discord_525958885693980673:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-czkmeyrbiegtoqnv"},"content":null,"modes":[]}
2020-01-23 12:34:54.606700 {"type":"join","timestamp":1579782894.6066954,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"LokenDiscord[m]","nickname":"LokenDiscord[m]","username":"disco8913","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mdjgcrltakzsyfxw"},"content":null,"modes":[]}
2020-01-23 12:34:54.799800 {"type":"join","timestamp":1579782894.7998195,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"LynchmobbDiscord","nickname":"LynchmobbDiscord","username":"disco8947","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vopotygzdpbthjmy"},"content":null,"modes":[]}
2020-01-23 12:34:54.811100 {"type":"join","timestamp":1579782894.811136,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ShokuninDiscord[","nickname":"ShokuninDiscord[","username":"disco6602","name":"@_discord_398336732287991808:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fyspnecpjbnrkjxp"},"content":null,"modes":[]}
2020-01-23 12:34:54.807200 {"type":"join","timestamp":1579782894.8072047,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gabrielbaron16Di","nickname":"gabrielbaron16Di","username":"disco9465","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wiscoesydjgyhybl"},"content":null,"modes":[]}
2020-01-23 12:34:55.022200 {"type":"join","timestamp":1579782895.02218,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"manfred[m]","nickname":"manfred[m]","username":"disco6242","name":"@_discord_263655035743764480:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tenpperscerxmbog"},"content":null,"modes":[]}
2020-01-23 12:34:55.024300 {"type":"join","timestamp":1579782895.0242765,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"FineDiscord[m]","nickname":"FineDiscord[m]","username":"disco7876","name":"@_discord_129002222951333889:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tgwlwstancuyjufo"},"content":null,"modes":[]}
2020-01-23 12:34:55.022800 {"type":"join","timestamp":1579782895.0228467,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KevlarmonkeyDisc","nickname":"KevlarmonkeyDisc","username":"disco7684","name":"@_discord_110716932033884160:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ylvtyphtwpwwshna"},"content":null,"modes":[]}
2020-01-23 12:34:55.218400 {"type":"join","timestamp":1579782895.2183793,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Akshay[m]","nickname":"Akshay[m]","username":"disco6368","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gyscyqpmmekbdkrt"},"content":null,"modes":[]}
2020-01-23 12:34:55.220000 {"type":"join","timestamp":1579782895.2200289,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"EKLynxDiscord[m4","nickname":"EKLynxDiscord[m4","username":"disco8539","name":"@_discord_487719415098638337:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mhbmmqfjubzcqkog"},"content":null,"modes":[]}
2020-01-23 12:34:55.226400 {"type":"join","timestamp":1579782895.2263553,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"vasaDiscord[m]","nickname":"vasaDiscord[m]","username":"disco7112","name":"@_discord_405767429369888779:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pqqpapctjlcpzhhr"},"content":null,"modes":[]}
2020-01-23 12:34:55.232700 {"type":"join","timestamp":1579782895.232687,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RomainDiscord[m]","nickname":"RomainDiscord[m]","username":"disco7573","name":"@_discord_591579881742008330:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nfftjnwgjvzicfhk"},"content":null,"modes":[]}
2020-01-23 12:34:55.248000 {"type":"join","timestamp":1579782895.2480493,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CryptoEmpress[m]","nickname":"CryptoEmpress[m]","username":"disco6442","name":"@_discord_530977054158487553:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gfjjqiggislbhcql"},"content":null,"modes":[]}
2020-01-23 12:34:55.250400 {"type":"join","timestamp":1579782895.2504334,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RodolfoEDiscord[","nickname":"RodolfoEDiscord[","username":"disco7833","name":"@_discord_516797880275566592:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-djounxkvrqrfizme"},"content":null,"modes":[]}
2020-01-23 12:34:55.442400 {"type":"join","timestamp":1579782895.4423985,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JustMaierDiscord","nickname":"JustMaierDiscord","username":"disco7060","name":"@_discord_303445765865603073:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-khdinxcfjcdpefvi"},"content":null,"modes":[]}
2020-01-23 12:34:55.433300 {"type":"join","timestamp":1579782895.4332812,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"foxcoolDiscord[4","nickname":"foxcoolDiscord[4","username":"disco7096","name":"@_discord_394812533632008204:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vnpcxoyifdclowmn"},"content":null,"modes":[]}
2020-01-23 12:34:55.445400 {"type":"join","timestamp":1579782895.4453878,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SoreGumsDiscord[","nickname":"SoreGumsDiscord[","username":"disco8230","name":"@_discord_213263544639029248:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-boifwjrabwmyviiq"},"content":null,"modes":[]}
2020-01-23 12:34:55.446100 {"type":"join","timestamp":1579782895.446106,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MasonDiscord[m]","nickname":"MasonDiscord[m]","username":"disco9301","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kpkcbrvnoehwjnei"},"content":null,"modes":[]}
2020-01-23 12:34:55.635200 {"type":"join","timestamp":1579782895.635249,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gumshedDiscord[m","nickname":"gumshedDiscord[m","username":"disco9597","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ecvgkppwcwjigcnv"},"content":null,"modes":[]}
2020-01-23 12:34:55.843500 {"type":"join","timestamp":1579782895.843527,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"fexra|TRTLDiscor","nickname":"fexra|TRTLDiscor","username":"disco7049","name":"@_discord_315504565329985537:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kbwtisdawuoezpgn"},"content":null,"modes":[]}
